id,cause,jivdate,images1,terrain,comments,jivreport,spillvolume,incidentsite,GeoID,location,country,"city,country",geo_longitude,geo_latitude,geo_accuracy,datereported,cleanupcompleted
750226_12in_ImoRiver1-Ogale_pipeline_at_KomKom_JIV.pdf,Sabotage/Theft,12/7/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/750226_12in_ImoRiver1-Ogale_pipeline_at_KomKom_Photos.pdf,Swamp,Post Cleanup Inspection completed on 3rd February 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/750226_12in_ImoRiver1-Ogale_pipeline_at_KomKom_JIV.pdf,2.2,"12"" Imo River1 - Ogale Pipeline @ Komkom",37,Imo River,Nigeria,"Imo River, Nigeria",7.049045,5.57715,20,12/5/2011,No recoverable oil was found on site. Cleanup of residual impacted area was completed on 6th January 2012.
751339_Bonny-Oloma_Well2L_flowline_at_Oloma_JIV.pdf,Operational,12/9/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/751339_Bonny-Oloma_Well2L_flowline_at_Oloma_Photos.pdf,Swamp,Cleanup of residual impacted area planned for completion in  March 2012. Overall schedule considers community contracting and difficulty of the work terrain.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/751339_Bonny-Oloma_Well2L_flowline_at_Oloma_JIV.pdf,16,Bonny - Oloma Well 2L Flowline at Oloma ,38,Oloma,Nigeria,"Oloma, Nigeria",7.16062,4.77085,30,12/8/2011,No recoverable oil was found on site.
751218_10in_DiebuCreek_pipeline_at_Oporoma_JIV.pdf,Sabotage/Theft,12/17/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/751218_10in_DiebuCreek_pipeline_at_Oporoma_Photos.pdf,Swamp,Cleanup of residual impacted area planned for completion in  February 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/751218_10in_DiebuCreek_pipeline_at_Oporoma_JIV.pdf,3.2,"10"" Diebu creek Pipeline at Oporoma ",39,Oporoma,Nigeria,"Oporoma, Nigeria",8.67425,9.08457,9,12/8/2011,Containment in place. Recovery of spilled volume commenced on 31st December 2011.
752366_Akaso_Well3S_flowline_at_Ilomatoru_JIV.pdf,Sabotage/Theft,12/15/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/752366_Akaso_Well3S_flowline_at_Ilomatoru_Photos.pdf,Swamp,Cleanup of residual impacted area planned for completion in  February 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/752366_Akaso_Well3S_flowline_at_Ilomatoru_JIV.pdf,1.5,Akaso Well 3S FL at Cawthorne Channel ,40,Cawthorne Channel,Nigeria,"Cawthorne Channel, Nigeria",8.67425,9.08457,9,12/12/2011,No recoverable oil was found on site.
752974_Oroni_Well7_Flowline_at_Igbide_JIV.pdf,Sabotage/Theft,12/15/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/752974_Oroni_Well7_Flowline_at_Igbide_Photos.pdf,Land,Post Cleanup Inspection completed on 26th January 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/752974_Oroni_Well7_Flowline_at_Igbide_JIV.pdf,9,Oroni Well 7S Flowline,41,Oroni,Nigeria,"Oroni, Nigeria",4.70944,8.10742,50,12/13/2011,Recovery of spilled volume commenced on 16th December 2011 and was completed on 19th December 2011. Cleanup of residual impacted area commenced on 19th December 2011 and was completed 24th January 2012.
753067_Ekulama1_Well35S_flowline_at_SandSand_JIV.pdf,Operational,12/19/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/753067_Ekulama1_Well35S_flowline_at_SandSand_Photos.pdf,Swamp,"Cleanup of residual impacted area now planned for completion in March  2012. Overall schedule impacted by community contracting, the difficult work terrain and fuel subsidy strike in January 2012.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/753067_Ekulama1_Well35S_flowline_at_SandSand_JIV.pdf,5.9,Ekulama 1 Well 35 ROW at Ekulama ,42,Ekulama,Nigeria,"Ekulama, Nigeria",8.67425,9.08457,9,12/13/2011,No recoverable oil was found on site.
753615_16in_NunRiver-Kolocreek_pipeline_at_Aguobia_JIV.pdf,Sabotage/Theft,12/19/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/753615_16in_NunRiver-Kolocreek_pipeline_at_Aguobiri_Photos.pdf,Swamp,Cleanup of residual impacted area planned for completion in  February 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/753615_16in_NunRiver-Kolocreek_pipeline_at_Aguobia_JIV.pdf,41.2,"16"" Nun-River - Kolo Creek Pipeline at Aguobiri ",43,Aguobiri,Nigeria,"Aguobiri, Nigeria",6.18761,6.25781,40,12/14/2011,Containment in place. Recovery of spilled volume commenced on 31st December 2011.
756863_NunRiver_Well15S_flowline_at_Onyoma_JIV.pdf,Operational,12/19/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/756863_NunRiver_Well15S_flowline_at_Onyoma_Photos.pdf,Swamp,The initial JIV on 23rd December 2011 could not establish the cause of spill. A repeat JIV held on 19th January 2012 following the holidays and fuel subsidy strike. Cleanup of residual impacted area planned for completion in March 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/756863_NunRiver_Well15S_flowline_at_Onyoma_JIV.pdf,2.5,Nun River Well 15S Flowline ROW at Onyoma ,44,Onyoma,Nigeria,"Onyoma, Nigeria",7.24791,5.78325,30,12/21/2011,Containment in place. Recovery of spilled volume was completed on  7th February 2012.
756354_18in_Assa-Rumuekpe_pipeline_at_Awara_JIV.pdf,Sabotage/Theft,12/24/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/756354_18in_Assa-Rumuekpe_pipeline_at_Awara_Photos.pdf,Land,Cleanup of residual impacted area now planned for completion in February 2012. Schedule revised due to the fuel subsidy strike in January 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/756354_18in_Assa-Rumuekpe_pipeline_at_Awara_JIV.pdf,1.4,"18"" Assa-Rumuekpe Pipeline at Awara ",45,Awara,Nigeria,"Awara, Nigeria",6.771183,5.354395,40,12/21/2011,No recoverable oil was found on site.
757011_10in_Ogini-Eriemu_deliveryline_at_Otie-Oweh_JIV.pdf,Sabotage/Theft,12/23/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/757011_10in_Ogini-Eriemu_deliveryline_at_Otie-Oweh_Photos.pdf,Land,Post Cleanup inspection completed on 30th December 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/757011_10in_Ogini-Eriemu_deliveryline_at_Otie-Oweh_JIV.pdf,0.83,"10"" Ogini-Eriemu Delivery line at Otie-Oweh ",46,Otie-Oweh,Nigeria,"Otie-Oweh, Nigeria",8.67425,9.08457,9,12/22/2011,No recoverable oil was found on site. Cleanup of residual impacted area completed on 26th December 2011.
757658_24in_NembeCreek_pipeline_at_NembeBassambiri_JIV.pdf,Sabotage/Theft,12/30/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/757658_24in_NembeCreek_pipeline_at_NembeBassambiri_Photos.pdf,Swamp,"JIV held from 30th - 31st December, 2011.  Cleanup of residual impacted area planned for completion in March 2012.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/757658_24in_NembeCreek_pipeline_at_NembeBassambiri_JIV.pdf,245.2,"24"" Nembe Creek Pipeline at Tora ",47,Tora,Nigeria,"Tora, Nigeria",8.67425,9.08457,9,12/24/2011,Recovery of spilled volume completed on  4th January 2012
20_KOCR-RUM_at_ogbogolo_12_Feb_2011_JIV.pdf,Sabotage/ Theft,2/12/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/20_Kolocreek_Rumuekpe_Pipeline_at_Ogbogolo_jiv_pix_12_feb.pdf,Swamp / Land,A second sabotage spill incident occurred at the site on 7th March 2011. The area is continually being impacted by crude oil theft activities.  Authorities have deployed a security outpost to deter saboteurs. Pre cleanup assessment of the area completed on 27th June 2011. Delay  in the commencement of clean up of impacted areas was due to contracting issues. Post cleanup inspection completed on  22nd November 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/20_KOCR-RUM_at_ogbogolo_12_Feb_2011_JIV.pdf,4387.3,"20"" KoloCreek-Rumuekpe Pipeline at Ogbogolo ",48,Ogbogolo,Nigeria,"Ogbogolo, Nigeria",8.67425,9.08457,9,2/9/2011,Recovery of spilled volume completed on 27th June 2011. Cleanup of residual impacted area commenced on 15th September 2011 and was completed on 14th November 2011.
28_Bomu-Bonny_at_Bodo_feb_JIV.pdf,Sabotage/ Theft,2/11/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/28_bomu_bodo_jiv_pix_of_11_feb.pdf,Swamp / Water,"Site is continually being impacted by crude oil bunkering and illegal refinery activities. Discussions are on-going with the authorities to try to bring about a permanent solution leading to long term cleanup and remediation.
Despite the occurrence of frequent re-impacting from other sources, SPDC commenced pre-cleanup assessment of the area on 19th April and this was completed on 28th May 2011. Cleanup of the entire impacted area as assessed has been initiated on 20th December 2011. Work has started first at the Gio end of the assessed area, which has the least potential for re-impact and will shortly cover other areas too. Work will proceed to further downstream areas for full coverage and minimum risk of re-impacting.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/28_Bomu-Bonny_at_Bodo_feb_JIV.pdf,100.2,"28"" Bomu-Bonny Pipeline at BodoWest ",49,Bodo West,Nigeria,"Bodo West, Nigeria",4.822945,7.08351,40,2/10/2011,Recovery  of spilled volume commenced on 11th February 2011 and completed on 25th February 2011.
Imo_river_37_L_feb_JIV_report.pdf,Sabotage/ Theft,2/14/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/621008_Imo_River_Well_37L_at_Owaza_14-February_pix-2011.pdf,Land,Post Cleanup Inspection completed on 13th April 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/Imo_river_37_L_feb_JIV_report.pdf,0.7,Imo River Well 37L Flowline at Igiriukwu Owaza ,50,Igiriukwu Owaza,Nigeria,"Igiriukwu Owaza, Nigeria",7.187815,4.963775,39,2/10/2011,No recoverable oil was found on site. Spill impact observed as stains on vegetation at the location. Cleanup completed on 25th  March 2011.
8_obigbo_North_dl_at_Umuare_16_Feb_JIV.pdf,Sabotage/ Theft,2/16/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/8_Inch_Obigbo-North_Pipeline_at_Obigbo_pix_16_February2011.pdf,Land,Post Cleanup Inspection completed on 12th April 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/8_obigbo_North_dl_at_Umuare_16_Feb_JIV.pdf,0.8,"8"" Obigbo North Pipeline at Obigbo ",51,Obigbo,Nigeria,"Obigbo, Nigeria",7.82942,7.35408,50,2/15/2011,No recoverable oil was found on site. Spill impact observed as stains on vegetation at the location. Cleanup completed on 23rd  March 2011.
625818_28_Inch_Soku_Ekulama_pipeline_at_Kirikakiri_23-February-2011_JIV.pdf,Sabotage/ Theft,3/4/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/625818_28_Inch_Soku_Ekulama_pipeline_at_Kirikakiri_23-February-2011_fotos.pdf,Swamp,JIV started 28th February 2011 but discontinued for safety reasons and completed on 4th March 2011. Post Cleanup Inspection was completed on 6th May 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/625818_28_Inch_Soku_Ekulama_pipeline_at_Kirikakiri_23-February-2011_JIV.pdf,1.3,"18"" Soku-Ekulama Pipeline at Kirikakiri ",52,Kirikakiri,Nigeria,"Kirikakiri, Nigeria",8.67425,9.08457,9,2/23/2011,No recoverable oil was found on site. Cleanup completed on 6th March 2011.
626342_Kolocreek_Well_3T_Flowline_at_Otosiga_1-March-2011_JIV.pdf,Sabotage/ Theft,3/1/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/626342_Kolocreek_Well_3T_Flowline_at_Otosiga_ 1-March-2011_ fotos.pdf,Land,JIV started on 28th February 2011 but was discontinued due to Security issues and completed on 1st March 2011. Post Cleanup Inspection carried out on 29th March 2011.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/626342_Kolocreek_Well_3T_Flowline_at_Otosiga_1-March-2011_JIV.pdf,0.16,Kolo Creek 3T Flowline at Kolo Creek ,53,Kolo Creek,Nigeria,"Kolo Creek, Nigeria",8.67425,9.08457,9,2/24/2011,Cleanup of residual impacted areas completed on 15th March 2011.
28_inch_Bomu-Bonny_at_Bodo_West_JIV_Report.pdf,Sabotage/ Theft,2/26/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/28_inch_Bomu-Bonny_at_BodoWest_Pic.pdf,Swamp,"Site is continually being impacted by crude oil bunkering and illegal refinery activities. Discussions are on-going with the authorities to try to bring about a permanent solution leading to long term cleanup and remediation.
Despite the occurrence of frequent re-impacting from other sources, SPDC commenced pre-cleanup assessment of the area on 19th April and this was completed on 28th May 2011. Cleanup of the entire impacted area as assessed has been initiated on 20th December 2011. Work has started first at the Gio end of the assessed area, which has the least potential for re-impact and will shortly cover other areas too. Work will proceed to further downstream areas for full coverage and minimum risk of re-impacting.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/28_inch_Bomu-Bonny_at_Bodo_West_JIV_Report.pdf,77,"28"" Bomu-Bonny Pipeline at BodoWest ",54,BodoWest,Nigeria,"BodoWest, Nigeria",8.67425,9.08457,9,2/25/2011,Recovery of spilled volume commenced on 26th February 2011 and was completed on 14th March 2011.
771945_6in_ObigboNorth_pipeline_at_Ogale_JIV.pdf,Sabotage/Theft,2/3/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/771945_6in_ObigboNorth_pipeline_at_Ogale_Photos.pdf,Land,Site remediation and certification planned for May 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/771945_6in_ObigboNorth_pipeline_at_Ogale_JIV.pdf,120,"6""Obigbo north Pipeline at Ogale ",55,Ogale,Nigeria,"Ogale, Nigeria",5.92987,5.46164,40,2/1/2012,Recovery of spilled volume was completed on 6th February 2012. Initial Cleanup of residual impacted area completed on 14th March 2012.
774177_28in_Npoku-Bomu_pipeline_at_B-Dere_JIV.pdf,Sabotage/Theft,2/11/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/774177_28in_Npoku-Bomu_pipeline_at_B-Dere_Photos.pdf,Land,JIV took place from 11th to 14th February 2012. Initial cleanup of residual impacted area now planned for completion in April May 2012. Site has been re-impacted by third party spill and illegal refining. SPDC has informed the relevant authorities.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/774177_28in_Npoku-Bomu_pipeline_at_B-Dere_JIV.pdf,112.19,"28"" Nkpoku - Bomu Pipelline at B-Dere ",56,B-Dere,Nigeria,"B-Dere, Nigeria",8.67425,9.08457,9,2/7/2012,Recovery of spilled volume commenced on 15th February 2012 and completed on 11th April 2012.
777315_28in_Npoku-Bomu_pipeline_at_B-Dere_JIV.pdf,Sabotage/Theft,2/14/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/777315_28in_Npoku-Bomu_pipeline_at_B-Dere_Photos.pdf,Land,JIV recommended that no cleanup action is required. Closed.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/777315_28in_Npoku-Bomu_pipeline_at_B-Dere_JIV.pdf,0.22,"28"" Nkpoku - Bomu Pipelline at B-Dere ",57,B-Dere,Nigeria,"B-Dere, Nigeria",8.67425,9.08457,9,2/7/2012,No recoverable oil was found on site.
775841_6in_ObigboNorth-Ogale_pipeline_JIV.pdf,Sabotage/Theft,2/15/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/775841_6in_ObigboNorth-Ogale_pipeline_Photos.pdf,Land,Site remediation and certification planned for May 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/775841_6in_ObigboNorth-Ogale_pipeline_JIV.pdf,1.2,"6"" Obigbo North - Ogale delivery line at Ogale ",58,Ogale,Nigeria,"Ogale, Nigeria",5.92987,5.46164,40,2/10/2012,No recoverable oil was found on site.  Initial Cleanup of residual impacted area completed on 14th March 2012.
775941_12in_ImoRiver2_pipeline_at_Owaza_JIV.pdf,Sabotage/Theft,2/15/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/775941_12in_ImoRiver2_pipeline_at_Owaza_Photos.pdf,Land,Site remediation and certification planned for May 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/775941_12in_ImoRiver2_pipeline_at_Owaza_JIV.pdf,2.1,"12"" Imo River 2 Pipeline at Owaza ",59,Owaza,Nigeria,"Owaza, Nigeria",7.65874,8.94925,50,2/10/2012,Recovery of spilled volume was completed on 15th February 2012.  Initial Cleanup of residual impacted area completed on 14th March 2012.
777742_Well15_flowline_at_Peremabiri_JIV.pdf,Sabotage/Theft,2/15/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/777742_Well15_flowline_at_Peremabiri_Photos.pdf,Swamp,Site remediation and certification planned for May 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/777742_Well15_flowline_at_Peremabiri_JIV.pdf,2,Diebu Creek Well 15T Flow Line at Diebu Creek ,60,Diebu Creek,Nigeria,"Diebu Creek, Nigeria",8.67425,9.08457,9,2/10/2012,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 17th March 2012.
776497_12in_Adibawa-Okordia_pipeline_at_Edagberi-Betterland_JIV.pdf,Operational,3/9/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/776497_12in_Adibawa-Okordia_pipeline_at_Edagberi-Betterland_Photos.pdf,Land,The leak occured during pressure testing of the pipeline to confirm it's integrity. An initial JIV on 19th February 2012 could not acsertain the cause of spill. A conclusive JIV was held on 9th March 2012. Site remediation and certification planned for May 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/776497_12in_Adibawa-Okordia_pipeline_at_Edagberi-Betterland_JIV.pdf,0.3,"12"" Adibawa - Okordia delivery line at Edegbari ",61,Edegbari,Nigeria,"Edegbari, Nigeria",8.67425,9.08457,9,2/13/2012,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 14th March 2012.
776956_24in_UPS-Rapele_pipeline_at_Ugbokodo_JIV.pdf,Operational,3/1/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/776956_24in_UPS-Rapele_pipeline_at_Ugbokodo_Photos.pdf,Swamp,JIV delayed due to construction of a Cofferdam required for access to the underwater leak point. Initial Cleanup of residual impacted area planned for completion in June 2012. Schedule considers community contracting and the difficult work terrain.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/776956_24in_UPS-Rapele_pipeline_at_Ugbokodo_JIV.pdf,14.7,"24"" UPS-Rapele Pipeline ROW at Ugbokodo ",62,Ugbokodo,Nigeria,"Ugbokodo, Nigeria",8.67425,9.08457,9,2/14/2012,Recovery of spilled volume commenced on 17th February 2012 and was completed on 1st March 2012.
777237_12in_Oguta-Egbema_pipeline_at_Obiakpu_JIV.pdf,Sabotage/Theft,2/19/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/777237_12in_Oguta-Egbema_pipeline_at_Obiakpu_Photos.pdf,Land,"Site remediation is ongoing, Certification planned for August 2012.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/777237_12in_Oguta-Egbema_pipeline_at_Obiakpu_JIV.pdf,2025.6,"12"" Oguta - Egbema Pipeline at Obiakpu ",63,Obiakpu,Nigeria,"Obiakpu, Nigeria",7.82942,7.35408,50,2/15/2012,Recovery of spilled volume commenced on 19th February 2012 and was completed on 28th February 2012. Initial Cleanup of residual impacted area was completed on 30th April 2012.
778618_36in_Nkpoku-Bomu_trunkline_at_Agbonchia_JIV.pdf,Sabotage/Theft,2/23/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/778618_36in_Nkpoku-Bomu_trunkline_at_Agbonchia_Photos.pdf,Land,"Site remediation is ongoing, Certification planned for August 2012.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/778618_36in_Nkpoku-Bomu_trunkline_at_Agbonchia_JIV.pdf,156.8,"36"" Nkpoku - Bomu Trunkline @ Agbonchia",64,Agbonchia,Nigeria,"Agbonchia, Nigeria",8.67425,9.08457,9,2/19/2012,Recovery of spilled volume commenced on 22nd February 2012 and was completed 9th March 2012. Initial Cleanup of residual impacted area was completed on 30th April 2012.
779000_Kanbo_Well5_flowline_at_Egbema-Angalabiri_JIV.pdf,Operational,3/1/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779000_Kanbo_Well5_flowline_at_Egbema-Angalabiri_Photos.pdf,Swamp,JIV delayed due to logistics challenges (break down of swamp buggy required to access underwater spill point). Initial Cleanup of residual impacted area planned for completion in June 2012. Schedule considers community contracting and the difficult work terrain.  Site Certification planned for May 2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779000_Kanbo_Well5_flowline_at_Egbema-Angalabiri_JIV.pdf,0.08,Kanbo Well 5L Right of Way,65,Kanbo,Nigeria,"Kanbo, Nigeria",8.67425,9.08457,9,2/20/2012,No recoverable oil was found on site. Initial Cleanup of residual impacted area was completed on 23rd April 2012.
779129_18in_Assa-Rumuekpe_pipeline_at_Awara_JIV.pdf,Operational,2/24/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779129_18in_Assa-Rumuekpe_pipeline_at_Awara_Photos.pdf,Land,"JIV spanned 2 days, 24th through 25th February 2012. Site remediation is ongoing. Certification planned for August 2012.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779129_18in_Assa-Rumuekpe_pipeline_at_Awara_JIV.pdf,2,"18"" Assa - Rumuekpe Trunkline at Awara ",66,Awara,Nigeria,"Awara, Nigeria",6.771183,5.354395,40,2/20/2012,No recoverable oil was found on site. Initial cleanup of residual impacted area was completed on 28th February 2012.
779136_6in_ObigboNorth-Ogale_pipeline_at_KomKom_JIV.pdf,Sabotage/Theft,2/24/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779136_6in_ObigboNorth-Ogale_pipeline_at_KomKom_Photos.pdf,Land,Site remediation and certification planned for May 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779136_6in_ObigboNorth-Ogale_pipeline_at_KomKom_JIV.pdf,103.2,"6"" Obigbo North - Ogale pipeline at Komkom ",67,Komkom,Nigeria,"Komkom, Nigeria",8.67425,9.08457,9,2/20/2012,Recovery of spilled volume was completed on 25th February 2012. Initial Cleanup of residual impacted area completed on 14th March 2012.
779324_28inch_Nkpoku-Bomu_pipeline_Aleto-Nchia-Eleme_JIV_Report.pdf,Sabotage/Theft,3/16/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779324_28inch_Nkpoku-Bomu_Pipeline_at_Aleto-Nchia-Eleme_photos.pdf,Land,JIV commenced on 26th February 2012 and was concluded on 16th March 2012. Delay due to time required to depressurize the line and safely expose the spill point for inspection and repair. Initial cleanup of residual impacted area planned for completion in May 2012.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/779324_28inch_Nkpoku-Bomu_pipeline_Aleto-Nchia-Eleme_JIV_Report.pdf,2755,"28"" Nkpoku -Bomu Pipeline at Aleto-Nchia-Eleme ",68,Aleto-Nchia-Eleme,Nigeria,"Aleto-Nchia-Eleme, Nigeria",7.14075,4.78341,39,2/21/2012,Recovery of spilled volume commenced on 26th February 2012 and was completed on 25th March 2012.
780528_10in_Ekulama2_pipeline_at_Luckyland_JIV.pdf,Operational,4/11/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/780528_10in_Ekulama2_pipeline_at_Luckyland_Photos.pdf,Swamp,Initial Cleanup of residual impacted area  planned for completion in June 2012. Delay in carrying out JIV due to security reasons and building of coffer dam,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/780528_10in_Ekulama2_pipeline_at_Luckyland_JIV.pdf,5.5,"10"" Ekulama 2 Pipeline @ Sanbarth / Luckyland",69,Sanbarth,Nigeria,"Sanbarth, Nigeria",8.67425,9.08457,9,2/23/2012,Recovery of spilled volume was completed on 12th April 2012
782670_SPM3_BonnyCrudeLoadingPlatform_JIV.pdf,Operational,2/27/2012,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/782670_SPM3_BonnyCrudeLoadingPlatform_Photos.pdf,Water,JIV recommends no cleanup action required. Closed.,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/782670_SPM3_BonnyCrudeLoadingPlatform_JIV.pdf,14,SPM 3 Bonny Crude Loading Platform Offshore,70, Bonny Crude Loading Platform ,Nigeria," Bonny Crude Loading Platform , Nigeria",7.178421,4.429324,39,2/27/2012,No recoverable oil was found on site.
Belema_Well_3_well_head_JIV_report_of_9_Jan.pdf,Sabotage/Theft,1/9/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/Belema_Well_3_well_head_JIV_Picture_of_9_Jan.pdf,Swamp/Water,"Well was secured on 9th January 2011. No recoverable oil found on site, free phase oil was consumed by fire. Post Cleanup Inspection was carried out on 20th April 2011.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/Belema_Well_3_well_head_JIV_report_of_9_Jan.pdf,69,Belema well 3 at Belema ,71,Belema,Nigeria,"Belema, Nigeria",8.67425,9.08457,9,1/7/2011,Clean up of residual impacted areas completed on 28th January 2011.
JIV_Report_for_10_inch_Kokori_DL_at_idjerhe_3.pdf,Sabotage/Theft,1/11/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/10_Kokori_Pl_pic_11_jan.pdf,Land,"No recoverable oil was found on site. JIV took two days, concluded on 12th January 2011. Post Cleanup Inspection was carried out on 10th February 2011.",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/JIV_Report_for_10_inch_Kokori_DL_at_idjerhe_3.pdf,3.5,10'' Kokori Pipeline at Idjerhe ,72,Idjerhe,Nigeria,"Idjerhe, Nigeria",8.67425,9.08457,9,1/7/2011,Cleanup completed on 8th February 2011
Ubie_Well_9_Flowline_JIV_Report_of_11_Jan.pdf,Sabotage/Theft,1/11/2011,http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/Ubie_Well_9_Flowline_JIV_Picture_of_11_Jan.pdf,Land,"Initial volume of spill estimated during JIV of 11Jan2011 was 23.1 bbls. However, 279 bbls of oil was subsequently recovered from a pit and under vegetation near the spill point, resulting in a restated volume of 399 bbls. Restated volume has been communicated to the Regulators as per statutory requirement. Post Cleanup Inspection was carried out on 21st March 2011",http://www-static.shell.com/static/nga/downloads/pdfs/oil_spills/Ubie_Well_9_Flowline_JIV_Report_of_11_Jan.pdf,399,Ubie Well 9S Flowline at Ubie ,73,Ubie,Nigeria,"Ubie, Nigeria",6.25638,9.204,50,1/9/2011,Recovery of spilled volume completed on 29th January 2011. Cleanup completed on 19th February 2011.
